C/NO-1 (dB-Hz),PR-1 (m),Elevation-1 (deg),output-1
47.85643,38423045.95,33.249428,LOS
48.031151,38422994.35,33.250111,LOS
47.560665,38422942.61,33.250797,LOS
46.731243,38422891.02,33.251488,LOS
46.310627,38422834.01,33.252171,LOS
46.912659,38422782.54,33.252869,LOS
47.481594,38422730.81,33.253551,LOS
47.677807,38422679.35,33.254246,LOS
47.754955,38422622.36,33.254929,LOS
47.172092,38422570.51,33.255623,LOS
46.874073,38422518.91,33.25631,LOS
46.918438,38422466.9,33.257004,LOS
47.268394,38422415.76,33.257687,LOS
47.377861,38422358.59,33.258381,LOS
47.5765,38422307.25,33.259068,LOS
47.849121,38422255.47,33.259758,LOS
48.503864,38422203.62,33.260448,LOS
48.724735,38422146.22,33.261135,LOS
48.598972,38422094.36,33.261829,LOS
48.619953,38422042.74,33.262524,LOS
48.295948,38421991.27,33.263222,LOS
47.906219,38421939.15,33.263897,LOS
47.746899,38421881.94,33.264591,LOS
48.057869,38421830.44,33.265285,LOS
48.200562,38421778.56,33.26598,LOS
47.237408,38421726.66,33.266663,LOS
46.768517,38421669.62,33.267361,LOS
47.080345,38421617.63,33.268051,LOS
47.093739,38421565.34,33.268742,LOS
47.678917,38421513.05,33.269436,LOS
48.345348,38421461.3,33.270123,LOS
48.104,38421403.44,33.270817,LOS
47.953785,38421351.55,33.271507,LOS
47.657219,38421299.79,33.272209,LOS
47.665195,38421247.97,33.272892,LOS
47.785458,38421195.64,33.273586,LOS
47.445019,38421138.63,33.274281,LOS
47.009018,38421086.55,33.274967,LOS
46.589554,38421034.44,33.275665,LOS
45.945599,38420982.48,33.27636,LOS
45.461788,38420925.24,33.27705,LOS
46.131573,38420873.29,33.277748,LOS
47.026112,38420821.47,33.278446,LOS
47.198784,38420769.34,33.279137,LOS
47.478813,38420717.54,33.279835,LOS
46.924335,38420660.06,33.280521,LOS
46.967865,38420608.09,33.281219,LOS
46.334747,38420556.16,33.28191,LOS
46.255394,38420504.43,33.282608,LOS
46.931293,38420447.09,33.283298,LOS
46.87653,38420394.95,33.283997,LOS
46.645245,38420343.08,33.284687,LOS
46.419125,38420290.86,33.285381,LOS
46.46093,38420233.04,33.286079,LOS
46.484703,38420180.9,33.28677,LOS
46.18708,38420128.72,33.287464,LOS
46.12701,38420076.48,33.288162,LOS
46.161198,38420018.92,33.28886,LOS
45.454594,38419966.75,33.289558,LOS
45.147335,38419914.18,33.290249,LOS
45.654636,38419862.41,33.290951,LOS
45.754959,38419810.36,33.291637,LOS
46.553307,38419752.67,33.292343,LOS
46.255085,38419700.34,33.293034,LOS
46.009724,38419648.12,33.293736,LOS
46.195068,38419595.83,33.294422,LOS
45.69183,38419543.79,33.295128,LOS
45.615196,38419485.91,33.295822,LOS
45.098156,38419433.42,33.296524,LOS
45.376884,38419380.93,33.297218,LOS
46.50993,38419328.92,33.297913,LOS
46.370613,38419271.33,33.298615,LOS
46.634098,38419218.99,33.299309,LOS
46.190331,38419166.79,33.299999,LOS
45.977722,38419114.48,33.300705,LOS
45.57122,38419056.35,33.301399,LOS
44.768848,38419003.78,33.302097,LOS
44.094337,38418951.53,33.302799,MP
45.031422,38418899.4,33.303497,LOS
45.920059,38418847.31,33.304195,LOS
46.52092,38418789.89,33.304886,LOS
47.162678,38418737.25,33.305592,LOS
47.561489,38418684.77,33.306293,LOS
47.824024,38418632.34,33.306995,LOS
48.056721,38418574.91,33.307697,LOS
48.014801,38418522.39,33.308388,LOS
48.227482,38418469.87,33.30909,LOS
48.090164,38418417.25,33.309788,LOS
47.88063,38418359.5,33.310486,LOS
46.835903,38418307.37,33.311192,LOS
46.750477,38418254.95,33.31189,LOS
45.969254,38418202.46,33.312588,LOS
45.655483,38418144.33,33.31329,LOS
45.878826,38418091.72,33.313992,LOS
46.52972,38418039.01,33.31469,LOS
47.010979,38417987.06,33.315388,LOS
47.782425,38417929.27,33.31609,LOS
47.876293,38417876.66,33.316792,LOS
47.023731,38417824.15,33.317493,LOS
47.458031,38417771.46,33.318195,LOS
47.407269,38417713.96,33.318897,LOS
47.622169,38417661.48,33.319603,LOS
47.105244,38417609.02,33.320301,LOS
46.433887,38417556.26,33.321011,LOS
45.36858,38417498.05,33.321705,LOS
45.694611,38417445.57,33.322407,LOS
46.464764,38417392.99,33.323109,LOS
46.925655,38417340.14,33.323811,LOS
47.051903,38417287.51,33.324505,LOS
46.967979,38417229.51,33.325211,LOS
46.230923,38417176.49,33.325912,LOS
46.331684,38417123.56,33.326618,LOS
47.991112,38417070.95,33.327316,LOS
48.570503,38417012.91,33.328026,LOS
48.420204,38416960.1,33.328724,LOS
46.798073,38416907.44,33.329422,LOS
46.506424,38416854.27,33.330128,LOS
46.929523,38416801.51,33.330833,LOS
46.884388,38416743.29,33.331543,LOS
46.77829,38416690.08,33.332241,LOS
46.844349,38416637.34,33.332947,LOS
46.438904,38416584.26,33.333645,LOS
45.763283,38416531.42,33.334358,LOS
45.146729,38416473.21,33.335064,LOS
45.494781,38416420.28,33.33577,LOS
45.712009,38416367.28,33.336475,LOS
46.532265,38416314.34,33.337181,LOS
46.768818,38416255.79,33.337879,LOS
46.716637,38416203.05,33.338585,LOS
47.935783,38416149.59,33.339291,LOS
48.148441,38416096.65,33.339993,LOS
48.612232,38416043.05,33.340706,LOS
48.386967,38415989.79,33.341412,LOS
48.284286,38415931.25,33.34211,LOS
47.243423,38415878.16,33.342815,LOS
47.67374,38415825.03,33.343525,LOS
47.223171,38415771.74,33.344234,LOS
47.557476,38415718.72,33.344936,LOS
47.711781,38415660.32,33.345638,LOS
47.301468,38415606.86,33.346348,LOS
47.382336,38415553.93,33.347057,LOS
47.400806,38415500.83,33.347763,LOS
47.476208,38415447.88,33.348465,LOS
47.4109,38415389.25,33.349178,LOS
46.819099,38415336.16,33.349888,LOS
46.090141,38415283.05,33.35059,LOS
45.13271,38415230.04,33.351299,LOS
44.312119,38415171.49,33.352005,MP
44.329498,38415117.9,33.352711,MP
44.895966,38415064.79,33.353416,LOS
46.311661,38415011.48,33.35413,LOS
46.928093,38414958.19,33.354836,LOS
47.937546,38414899.06,33.355549,LOS
48.515282,38414845.72,33.356258,LOS
48.771008,38414792.09,33.356956,LOS
48.573666,38414739.29,33.357666,LOS
47.779373,38414685.65,33.358376,LOS
47.335888,38414626.79,33.359089,LOS
46.605988,38414573.39,33.359795,LOS
46.878654,38414520.09,33.360504,LOS
47.636387,38414466.47,33.361217,LOS
47.531441,38414412.85,33.361923,LOS
47.563705,38414359.67,33.362637,LOS
47.236088,38414300.74,33.36335,LOS
47.318363,38414247.28,33.364056,LOS
47.705238,38414193.73,33.364765,LOS
47.980667,38414139.97,33.365475,LOS
48.782963,38414086.48,33.36618,LOS
48.669498,38414027.44,33.366898,LOS
48.902031,38413974.06,33.367607,LOS
48.92662,38413920.53,33.36832,LOS
49.010357,38413867.33,33.36903,LOS
48.486137,38413814.4,33.36974,LOS
47.908165,38413755.17,33.370449,LOS
46.950611,38413701.77,33.371159,LOS
45.94632,38413648.22,33.371876,LOS
45.537266,38413594.66,33.372578,LOS
45.841324,38413536.0,33.373299,LOS
46.732868,38413482.43,33.374012,LOS
47.893364,38413428.92,33.374722,LOS
47.652489,38413375.33,33.375431,LOS
47.659378,38413321.51,33.376141,LOS
46.989677,38413262.57,33.376854,LOS
46.273987,38413209.29,33.377567,LOS
44.776661,38413155.92,33.378273,LOS
44.690796,38413102.04,33.37899,LOS
45.132576,38413043.18,33.3797,LOS
46.433384,38412989.51,33.380417,LOS
46.782379,38412935.84,33.38113,LOS
47.080994,38412881.78,33.381847,LOS
47.339195,38412828.01,33.382557,LOS
47.528759,38412768.9,33.383274,LOS
47.474163,38412714.86,33.383984,LOS
47.643696,38412661.01,33.384697,LOS
47.15691,38412607.23,33.38541,LOS
46.651112,38412553.23,33.386124,LOS
45.564732,38412499.19,33.386837,LOS
44.671089,38412439.73,33.387554,LOS
43.790806,38412386.07,33.388268,MP
43.930782,38412332.67,33.388988,MP
44.383541,38412278.75,33.389698,MP
45.072285,38412224.79,33.390415,LOS
44.937702,38412165.58,33.391129,LOS
45.152973,38412111.9,33.391838,LOS
45.98877,38412058.1,33.392559,LOS
46.763809,38412004.15,33.393272,LOS
46.759109,38411950.68,33.393982,LOS
46.69799,38411891.05,33.394707,LOS
46.616501,38411837.47,33.395412,LOS
47.432766,38411783.64,33.396133,LOS
47.953476,38411729.43,33.396851,LOS
48.091412,38411675.53,33.397564,LOS
47.92371,38411616.08,33.398281,LOS
48.320671,38411562.23,33.398994,LOS
47.899914,38411508.55,33.399715,LOS
46.843975,38411454.57,33.400433,LOS
45.958378,38411395.55,33.401154,LOS
46.418785,38411341.56,33.401859,LOS
46.302258,38411287.48,33.402584,LOS
46.68169,38411233.29,33.403294,LOS
46.487484,38411179.33,33.404015,LOS
45.859207,38411120.09,33.404743,LOS
46.813969,38411066.06,33.405453,LOS
47.689209,38411011.61,33.406174,LOS
47.510723,38410957.6,33.406887,LOS
46.611992,38410903.64,33.407604,LOS
46.245991,38410843.87,33.408318,LOS
46.475929,38410789.87,33.409039,LOS
47.007927,38410735.95,33.409756,LOS
46.421562,38410681.46,33.41048,LOS
46.904598,38410626.96,33.411194,LOS
48.082901,38410567.39,33.411922,LOS
48.577862,38410513.0,33.412632,LOS
47.417057,38410459.04,33.413345,LOS
46.135761,38410404.51,33.41407,LOS
46.439667,38410350.17,33.414795,LOS
45.983932,38410296.18,33.415504,LOS
45.996201,38410236.68,33.416225,LOS
45.698944,38410182.46,33.416946,LOS
45.789768,38410128.34,33.417664,LOS
46.845623,38410073.78,33.418388,LOS
48.094627,38410019.52,33.419113,LOS
48.283257,38409960.0,33.419827,LOS
47.98587,38409905.48,33.420547,LOS
47.748322,38409851.12,33.421268,LOS
47.860058,38409796.94,33.421993,LOS
47.6777,38409742.71,33.422707,LOS
47.609062,38409683.38,33.423435,LOS
47.052753,38409629.16,33.424152,LOS
47.31176,38409574.53,33.424873,LOS
47.184292,38409520.15,33.425591,LOS
45.777122,38409460.42,33.426315,LOS
45.067966,38409406.27,33.427036,LOS
45.52002,38409351.94,33.427765,LOS
46.20433,38409297.63,33.428478,LOS
46.303699,38409243.38,33.429195,LOS
45.467354,38409183.35,33.42992,LOS
44.990433,38409129.15,33.430641,LOS
45.320126,38409074.58,33.431366,LOS
45.298977,38409020.3,33.432083,LOS
45.831383,38408965.88,33.432804,LOS
45.569962,38408905.97,33.433529,LOS
46.526669,38408851.54,33.434258,LOS
46.993919,38408796.63,33.434978,LOS
46.908714,38408742.59,33.435696,LOS
46.971096,38408688.1,33.43642,LOS
46.772774,38408628.19,33.437145,LOS
46.471619,38408573.7,33.437874,LOS
46.110577,38408519.0,33.438595,LOS
45.927181,38408464.4,33.439316,LOS
46.236069,38408404.55,33.440044,LOS
46.729122,38408349.82,33.440773,LOS
46.836014,38408294.95,33.44149,LOS
46.712452,38408239.99,33.442215,LOS
46.311073,38408185.71,33.442944,LOS
46.569149,38408130.86,33.443672,LOS
46.016254,38408071.09,33.444393,LOS
45.668068,38408016.66,33.445114,LOS
45.015656,38407962.18,33.445839,LOS
45.022537,38407907.27,33.446568,LOS
45.438171,38407852.86,33.447289,LOS
45.927361,38407792.8,33.448017,LOS
46.128494,38407738.51,33.448746,LOS
45.365276,38407684.05,33.449467,LOS
45.237862,38407629.51,33.450188,LOS
45.703556,38407569.64,33.450916,LOS
45.466446,38407514.79,33.451641,LOS
45.754494,38407460.15,33.452366,LOS
46.104244,38407405.26,33.453094,LOS
46.336689,38407345.33,33.453815,LOS
46.735912,38407290.89,33.454544,LOS
46.208202,38407236.2,33.455273,LOS
45.856026,38407181.34,33.456005,LOS
45.822319,38407120.96,33.456726,LOS
46.14748,38407065.83,33.457451,LOS
46.056057,38407011.03,33.458176,LOS
46.177704,38406955.98,33.458904,LOS
47.335815,38406900.78,33.459633,LOS
47.928402,38406845.83,33.460361,LOS
48.35302,38406785.87,33.46109,LOS
48.159634,38406731.22,33.461819,LOS
48.137657,38406676.22,33.462543,LOS
47.807022,38406621.23,33.463272,LOS
47.417332,38406566.56,33.464001,LOS
46.426228,38406506.16,33.464733,LOS
46.786087,38406450.99,33.465462,LOS
47.013691,38406395.98,33.466194,LOS
47.158699,38406340.83,33.466915,LOS
47.646557,38406285.69,33.467644,LOS
47.068745,38406230.58,33.46838,LOS
46.990677,38406170.08,33.469109,LOS
46.585613,38406114.84,33.469841,LOS
46.029617,38406059.64,33.47057,LOS
45.182308,38406004.67,33.471302,LOS
44.81805,38405949.53,33.472027,LOS
44.518631,38405889.28,33.472755,LOS
44.65379,38405834.29,33.473484,LOS
44.939438,38405779.08,33.47422,LOS
44.999859,38405724.09,33.474949,LOS
45.333199,38405668.89,33.47567,LOS
45.331085,38405608.25,33.476406,LOS
45.875595,38405553.17,33.477139,LOS
45.421665,38405498.14,33.477871,LOS
45.693737,38405442.95,33.478596,LOS
45.294483,38405387.94,33.479321,LOS
45.554577,38405327.86,33.480057,LOS
46.119648,38405272.36,33.480785,LOS
46.652523,38405217.0,33.481514,LOS
46.62072,38405161.81,33.48225,LOS
46.319206,38405106.87,33.482983,LOS
45.571171,38405046.29,33.483715,LOS
45.325096,38404991.29,33.48444,LOS
46.437557,38404935.77,33.485168,LOS
47.245537,38404880.16,33.485909,LOS
47.658695,38404824.93,33.486637,LOS
47.465485,38404764.17,33.487377,LOS
46.717747,38404708.96,33.488102,LOS
45.823128,38404653.36,33.488838,LOS
46.414486,38404598.44,33.489567,LOS
45.232288,38404543.3,33.490303,LOS
45.622414,38404482.66,33.491043,LOS
45.891617,38404427.52,33.491776,LOS
46.043461,38404372.7,33.492508,LOS
46.15757,38404317.28,33.493244,LOS
46.51759,38404261.67,33.493973,LOS
47.141872,38404201.01,33.494709,LOS
47.008766,38404145.61,33.495441,LOS
47.271435,38404090.17,33.496174,LOS
46.5369,38404034.95,33.49691,LOS
46.315178,38403974.16,33.497643,LOS
45.235744,38403918.58,33.498379,LOS
44.927998,38403863.1,33.499115,LOS
44.936443,38403807.75,33.49984,LOS
44.357975,38403752.31,33.50058,MP
44.930672,38403691.62,33.501312,LOS
45.341846,38403635.89,33.502048,LOS
45.349895,38403580.58,33.502785,LOS
44.908955,38403525.17,33.503521,LOS
45.096912,38403470.0,33.504253,LOS
44.267818,38403409.12,33.504993,MP
44.168503,38403353.3,33.505726,MP
44.187626,38403297.39,33.506462,MP
44.840363,38403241.81,33.507195,LOS
45.849171,38403186.26,33.507942,LOS
45.750984,38403125.46,33.508667,LOS
45.443436,38403069.72,33.509403,LOS
45.5732,38403014.31,33.510143,LOS
46.747574,38402958.58,33.510876,LOS
46.70229,38402903.06,33.511612,LOS
47.259983,38402841.89,33.512348,LOS
46.976585,38402786.67,33.513088,LOS
47.02993,38402731.0,33.513824,LOS
46.514973,38402675.38,33.514568,LOS
46.825653,38402614.21,33.515301,LOS
47.472145,38402558.34,33.516045,LOS
48.191784,38402502.53,33.516777,LOS
48.554989,38402446.63,33.517525,LOS
48.532261,38402390.76,33.518257,LOS
48.44099,38402335.26,33.518993,LOS
48.263916,38402273.75,33.51973,LOS
48.512989,38402218.02,33.52047,LOS
47.924519,38402162.22,33.521214,LOS
47.844074,38402106.23,33.52195,LOS
46.803619,38402050.09,33.522686,LOS
45.781467,38401994.22,33.523426,LOS
45.831436,38401932.89,33.524162,LOS
45.093063,38401877.0,33.524906,LOS
44.921978,38401821.04,33.525639,LOS
46.537228,38401764.8,33.526375,LOS
47.36808,38401708.87,33.527115,LOS
47.595318,38401652.63,33.527855,LOS
47.445621,38401591.33,33.528599,LOS
46.655113,38401535.53,33.529335,LOS
45.968872,38401479.21,33.530079,LOS
45.18626,38401423.59,33.530815,LOS
45.200722,38401367.85,33.531555,LOS
45.393856,38401306.58,33.532295,LOS
46.469131,38401250.37,33.533039,LOS
47.210056,38401194.72,33.533779,LOS
47.895363,38401138.7,33.534515,LOS
47.28548,38401082.79,33.535259,LOS
46.539261,38401021.56,33.536007,LOS
45.7761,38400965.28,33.536747,LOS
45.081505,38400909.2,33.537479,LOS
44.990726,38400853.08,33.538223,LOS
45.708038,38400796.97,33.538967,LOS
45.763351,38400735.57,33.539707,LOS
45.74015,38400679.49,33.540451,LOS
45.405407,38400623.65,33.541195,LOS
45.397274,38400567.66,33.541939,LOS
45.355171,38400511.47,33.542667,LOS
45.651917,38400450.32,33.543423,LOS
44.836155,38400394.37,33.544163,LOS
44.831287,38400338.35,33.544907,LOS
44.960835,38400282.55,33.54565,LOS
44.551632,38400226.46,33.546391,LOS
44.660671,38400164.66,33.547138,LOS
44.761612,38400108.94,33.547874,LOS
46.01384,38400052.95,33.548622,LOS
46.419785,38399996.97,33.549366,LOS
46.422966,38399940.87,33.550106,LOS
47.352791,38399879.27,33.550858,LOS
47.695202,38399823.04,33.551598,LOS
47.784184,38399766.78,33.552341,LOS
47.708138,38399710.46,33.553085,LOS
48.161606,38399649.16,33.553829,LOS
48.334538,38399592.86,33.554573,LOS
48.435387,38399536.55,33.555317,LOS
47.421047,38399480.52,33.556053,LOS
46.135723,38399424.38,33.556805,LOS
45.058414,38399362.41,33.557552,LOS
46.48233,38399306.3,33.558292,LOS
47.312393,38399249.87,33.559036,LOS
47.231564,38399193.8,33.559776,LOS
45.538372,38399137.71,33.560528,LOS
45.426601,38399075.91,33.561268,LOS
45.767197,38399019.62,33.562019,LOS
45.416073,38398963.47,33.562767,LOS
45.654198,38398906.96,33.563507,LOS
46.253582,38398850.58,33.564255,LOS
47.294258,38398788.73,33.564999,LOS
46.904461,38398732.82,33.56575,LOS
46.045509,38398676.24,33.566498,LOS
45.539608,38398620.05,33.567238,LOS
46.304558,38398563.58,33.567986,LOS
46.615665,38398501.74,33.568737,LOS
47.104984,38398445.12,33.569477,LOS
47.219185,38398388.81,33.570229,LOS
46.767349,38398332.22,33.57098,LOS
46.12962,38398275.63,33.571728,LOS
45.366055,38398213.8,33.572475,LOS
45.377056,38398156.9,33.573219,LOS
46.247917,38398099.85,33.573963,LOS
46.170769,38398043.39,33.574722,LOS
45.708126,38397986.43,33.57547,LOS
45.807137,38397929.38,33.576218,LOS
46.9076,38397872.74,33.576965,LOS
47.657642,38397810.57,33.577713,LOS
48.467632,38397753.9,33.578461,LOS
48.420517,38397697.56,33.579208,LOS
48.417526,38397640.57,33.57996,LOS
48.390125,38397583.67,33.580708,LOS
47.689503,38397526.87,33.581463,LOS
47.171192,38397464.42,33.582199,LOS
46.922215,38397407.5,33.582947,LOS
47.285725,38397350.73,33.583698,LOS
47.182873,38397294.02,33.58445,LOS
46.930981,38397237.14,33.585197,LOS
47.039734,38397180.36,33.585945,LOS
46.533249,38397118.28,33.586697,LOS
46.340145,38397061.2,33.58744,LOS
45.874905,38397004.25,33.588192,LOS
45.920849,38396946.9,33.588943,LOS
46.484379,38396890.22,33.589695,LOS
47.274769,38396833.52,33.590454,LOS
48.070251,38396771.25,33.591194,LOS
48.253571,38396714.33,33.591949,LOS
47.779182,38396657.35,33.592701,LOS
47.507008,38396600.3,33.593452,LOS
48.058819,38396543.46,33.594208,LOS
48.143425,38396486.8,33.594959,LOS
48.758476,38396424.6,33.595707,LOS
48.744873,38396367.52,33.596462,LOS
48.530502,38396310.38,33.597218,LOS
47.461151,38396253.59,33.597965,LOS
46.522537,38396196.56,33.598713,LOS
45.256435,38396139.83,33.599468,LOS
46.042725,38396077.7,33.600224,LOS
47.014832,38396020.43,33.600975,LOS
48.196289,38395963.77,33.601727,LOS
48.106384,38395906.44,33.602482,LOS
48.080791,38395849.49,33.603233,LOS
47.48597,38395787.21,33.603981,LOS
47.432568,38395730.34,33.604736,LOS
47.685848,38395673.27,33.605495,LOS
48.064346,38395616.21,33.606247,LOS
48.445126,38395559.09,33.607002,LOS
48.630989,38395496.75,33.60775,LOS
48.438328,38395439.3,33.608501,LOS
48.40427,38395382.45,33.609257,LOS
48.463821,38395325.6,33.610016,LOS
48.4729,38395268.98,33.610767,LOS
48.466564,38395206.36,33.611519,LOS
47.774429,38395149.4,33.612274,LOS
47.138004,38395092.29,33.613022,LOS
46.588913,38395035.46,33.613777,LOS
46.351204,38394977.82,33.614532,LOS
47.413868,38394915.32,33.615288,LOS
47.627155,38394858.49,33.616039,LOS
47.889099,38394801.65,33.616798,LOS
48.17065,38394744.15,33.617554,LOS
47.599861,38394686.9,33.618317,LOS
47.608906,38394629.53,33.619068,LOS
47.1754,38394567.15,33.619823,LOS
46.504448,38394509.6,33.620579,LOS
47.339096,38394452.24,33.621342,LOS
47.570122,38394395.31,33.622089,LOS
47.962025,38394338.01,33.622856,LOS
47.664776,38394280.65,33.623604,LOS
47.705875,38394217.87,33.624359,LOS
47.41713,38394160.45,33.625118,LOS
46.817612,38394103.15,33.625877,LOS
47.23027,38394045.7,33.626625,LOS
46.883656,38393988.75,33.627388,LOS
46.476334,38393926.06,33.628151,LOS
45.403805,38393868.67,33.628906,LOS
45.209572,38393811.6,33.629665,LOS
45.454933,38393754.37,33.630421,LOS
45.82917,38393696.94,33.631176,LOS
46.142208,38393634.19,33.631935,LOS
45.380848,38393576.75,33.63269,LOS
45.009182,38393519.25,33.63345,LOS
43.652725,38393462.06,33.634209,MP
44.284157,38393404.52,33.634964,MP
45.619576,38393341.56,33.635727,LOS
45.942574,38393284.3,33.63649,LOS
46.890705,38393227.02,33.637241,LOS
47.409584,38393169.49,33.638004,LOS
47.731014,38393112.18,33.638763,LOS
48.10743,38393048.97,33.639515,LOS
47.767902,38392991.64,33.640278,LOS
48.007061,38392934.23,33.641037,LOS
48.012154,38392876.82,33.641788,LOS
47.769089,38392819.54,33.642555,LOS
47.3703,38392756.62,33.643318,LOS
47.172684,38392699.29,33.644077,LOS
46.773163,38392641.69,33.644825,LOS
46.86557,38392584.28,33.645588,LOS
46.455925,38392526.71,33.646351,LOS
45.968292,38392469.12,33.647118,LOS
46.150326,38392406.34,33.647873,LOS
47.019394,38392348.93,33.64864,LOS
47.350212,38392291.5,33.649395,LOS
48.250656,38392234.05,33.650158,LOS
48.030235,38392171.52,33.650925,LOS
48.587856,38392113.67,33.651684,LOS
47.758556,38392056.45,33.652439,LOS
47.040791,38391998.84,33.653202,LOS
46.578587,38391941.38,33.653969,LOS
47.29501,38391878.55,33.654724,LOS
47.758289,38391820.84,33.655491,LOS
48.134438,38391763.12,33.656254,LOS
47.814533,38391705.28,33.657017,LOS
47.337528,38391647.73,33.657776,LOS
46.587914,38391584.57,33.658535,LOS
46.207306,38391526.54,33.659298,LOS
46.066483,38391469.22,33.660065,LOS
45.054493,38391411.19,33.66082,LOS
45.306007,38391353.7,33.661583,LOS
46.632359,38391290.49,33.662342,LOS
46.414146,38391232.56,33.663113,LOS
47.035542,38391174.73,33.663876,LOS
47.233814,38391117.31,33.664635,LOS
46.536839,38391059.64,33.665401,LOS
46.077805,38390996.8,33.666164,LOS
46.222141,38390939.42,33.666931,LOS
46.898857,38390881.54,33.66769,LOS
47.502434,38390824.25,33.668453,LOS
48.322472,38390761.03,33.669216,LOS
48.55489,38390702.98,33.669983,LOS
48.972897,38390645.0,33.67075,LOS
48.229931,38390587.32,33.671513,LOS
47.97612,38390529.84,33.672276,LOS
47.918774,38390466.73,33.673042,LOS
48.373524,38390408.67,33.673809,LOS
48.285889,38390351.25,33.674572,LOS
46.965225,38390292.99,33.675335,LOS
46.332489,38390235.65,33.676105,LOS
46.865395,38390172.22,33.676865,LOS
47.716576,38390113.97,33.677635,LOS
46.884789,38390056.45,33.678398,LOS
45.525871,38389998.41,33.679173,LOS
45.933758,38389940.7,33.679928,LOS
46.849934,38389876.82,33.680698,LOS
47.595242,38389818.74,33.681465,LOS
48.436951,38389761.01,33.682232,LOS
48.446632,38389702.94,33.683002,LOS
47.836704,38389644.94,33.683762,LOS
47.072414,38389581.44,33.684528,LOS
45.79118,38389523.94,33.685295,LOS
45.89352,38389465.5,33.686062,LOS
47.277691,38389407.83,33.686829,LOS
47.804958,38389344.21,33.687599,LOS
47.892727,38389285.99,33.688358,LOS
46.531483,38389227.93,33.689133,LOS
46.871841,38389169.72,33.689896,LOS
47.716282,38389111.83,33.690662,LOS
48.757267,38389053.91,33.691429,LOS
49.0895,38388990.7,33.692196,LOS
49.128651,38388931.94,33.692966,LOS
48.674282,38388874.13,33.693737,LOS
48.769085,38388815.8,33.694508,LOS
48.950153,38388757.94,33.695271,LOS
48.897411,38388694.7,33.696041,LOS
48.701828,38388636.77,33.696815,LOS
48.373184,38388578.65,33.697582,LOS
48.419365,38388520.67,33.698349,LOS
48.81395,38388457.15,33.69912,LOS
48.514454,38388398.85,33.69989,LOS
48.607029,38388340.73,33.700657,LOS
48.410179,38388282.63,33.701424,LOS
47.913116,38388224.57,33.702202,LOS
48.024067,38388160.97,33.702969,LOS
47.465813,38388102.53,33.703743,LOS
47.297558,38388044.69,33.704506,LOS
47.079884,38387986.83,33.705284,LOS
47.774509,38387923.06,33.706047,LOS
48.332672,38387864.81,33.706821,LOS
48.243816,38387806.1,33.707592,LOS
48.955143,38387747.86,33.708363,LOS
48.752628,38387689.85,33.709133,LOS
48.284012,38387626.07,33.709896,LOS
47.880909,38387567.7,33.710674,LOS
47.774429,38387509.51,33.711445,LOS
47.880192,38387451.17,33.712212,LOS
48.195816,38387387.23,33.71299,LOS
47.700188,38387329.05,33.713757,LOS
47.6036,38387270.51,33.714527,LOS
47.083656,38387212.01,33.715294,LOS
46.733986,38387153.49,33.716072,LOS
46.934002,38387089.87,33.716843,LOS
47.396259,38387031.67,33.717621,LOS
47.518929,38386973.62,33.718388,LOS
47.360096,38386914.95,33.719158,LOS
47.289238,38386856.14,33.719933,LOS
46.55275,38386792.27,33.720715,LOS
46.321789,38386733.74,33.721481,LOS
46.777512,38386675.44,33.722248,LOS
47.299427,38386617.35,33.723026,LOS
47.991703,38386558.78,33.723801,LOS
47.213631,38386495.14,33.724571,LOS
46.698223,38386436.81,33.725349,LOS
47.067291,38386377.8,33.72612,LOS
47.834541,38386319.75,33.726894,LOS
48.070484,38386261.13,33.727673,LOS
48.194363,38386196.99,33.728443,LOS
48.193027,38386138.41,33.729221,LOS
48.517769,38386079.89,33.729992,LOS
48.090282,38386021.18,33.730762,LOS
47.3111,38385962.96,33.731537,LOS
46.953175,38385899.21,33.732307,LOS
47.680847,38385840.48,33.733089,LOS
47.692974,38385782.09,33.73386,LOS
47.101612,38385723.57,33.734638,LOS
46.64489,38385659.53,33.735409,LOS
47.867329,38385600.88,33.736191,LOS
48.020473,38385542.53,33.736965,LOS
48.103188,38385483.67,33.73774,LOS
47.51075,38385420.04,33.738518,LOS
46.797333,38385361.44,33.739292,LOS
46.809086,38385302.79,33.740063,LOS
46.394695,38385244.55,33.740837,LOS
45.781052,38385180.71,33.741615,LOS
45.913559,38385122.19,33.742393,LOS
45.576889,38385063.47,33.743164,LOS
44.942047,38385005.0,33.743946,LOS
45.217777,38384940.98,33.74472,LOS
46.87109,38384882.11,33.745499,LOS
48.265331,38384823.39,33.746277,LOS
47.827026,38384764.41,33.747055,LOS
46.811157,38384700.46,33.747833,LOS
47.083447,38384641.68,33.748608,LOS
47.474239,38384583.12,33.749386,LOS
47.270325,38384524.5,33.750164,LOS
47.206772,38384465.96,33.750946,LOS
47.498749,38384401.77,33.75172,LOS
47.282043,38384342.78,33.752499,LOS
47.014122,38384284.01,33.753281,LOS
46.427792,38384225.16,33.754063,LOS
46.984348,38384166.5,33.754837,LOS
47.75705,38384102.0,33.755619,LOS
47.697056,38384043.46,33.756397,LOS
47.924465,38383984.64,33.757175,LOS
48.395145,38383925.82,33.75795,LOS
48.549526,38383861.35,33.758728,LOS
48.02087,38383802.31,33.75951,LOS
47.909695,38383743.34,33.760292,LOS
47.288826,38383684.58,33.761074,LOS
